ribose,cysteine,ribose-cysteine-Schiff-base,water,ribose-cysteine-Amadori,ribose-deoxyosone-3,furfural,pyruvaldehyde,glycolaldehyde,leucine,ribose-leucine-Schiff-base,ribose-leucine-Amadori,dehydroalanine,H2S,ammonia,acetaldehyde,CO2,2-methylthiazole,H2,2-furfurylthiol,furfural-thiohemiacetal,elemental-sulfur,CC(C)CC(N=CCO)C(=O)O,O=C(O)C(CS)N=CCO,CC=NC(CC(C)C)C(=O)O,CC=NC(CS)C(=O)O,ribose_X,cysteine_X,ribose-cysteine-Schiff-base_X,water_X,ribose-cysteine-Amadori_X,ribose-deoxyosone-3_X,furfural_X,pyruvaldehyde_X,glycolaldehyde_X,leucine_X,ribose-leucine-Schiff-base_X,ribose-leucine-Amadori_X,dehydroalanine_X,H2S_X,ammonia_X,acetaldehyde_X,CO2_X,2-methylthiazole_X,H2_X,2-furfurylthiol_X,furfural-thiohemiacetal_X,elemental-sulfur_X,CC(C)CC(N=CCO)C(=O)O_X,O=C(O)C(CS)N=CCO_X,CC=NC(CC(C)C)C(=O)O_X,CC=NC(CS)C(=O)O_X,time,temperature
0.012519105921551555,4.411840833467017e-33,2.612263511165798e-26,9.299800141342721e-20,2.4848181733388585e-33,3.264588453009519e-35,1.4599971322076807e-35,1.3463949532140034e-35,1.3463949532140032e-35,0.006259552960775777,9.299796644470504e-20,8.84608448256164e-27,0.006259552960775774,0.00625955296077577,1.8468302901096566e-49,1.846830290109656e-49,1.846830290109658e-49,1.6885060796800818e-143,6.305105971899339e-60,3.252878286720972e-51,9.989516644732647e-58,3.2528782930260785e-51,1.2322597300339736e-52,-3.6367852574314386e-66,1.3719142323596565e-66,1.0858385243828915e-73,0.4000000000000002,1.409634477450044e-31,8.34648585141789e-25,2.9713943470462e-18,7.939283168972195e-32,1.0430739937712496e-33,4.664860706048685e-34,4.301888526707628e-34,4.301888526707627e-34,0.2000000000000001,2.9713932297548417e-18,2.8264269151467667e-25,0.19999999999999998,0.19999999999999987,5.900837653047897e-48,5.900837653047893e-48,5.9008376530479e-48,5.394973379922702e-142,2.014554717056957e-58,1.0393324593958953e-49,3.191766794635316e-56,1.0393324614104503e-49,3.937213209172222e-51,-1.1619952032423465e-64,4.38342559271079e-65,3.46938042121244e-72,981.8181818181819,423.15
0.012519105921551555,4.41103817465909e-33,2.612263507739783e-26,9.644237067514058e-20,2.48481817007999e-33,3.3854990968975473e-35,1.52182272401032e-35,1.4034099040972706e-35,1.4034099040972703e-35,0.006259552960775777,9.64423353787857e-20,9.173717222770057e-27,0.006259552960775774,0.00625955296077577,1.8468302901096562e-49,1.846830290109656e-49,1.846830290109658e-49,1.7609437197405576e-143,6.575983481143203e-60,3.3924281700936226e-51,1.0412536501935392e-57,3.392428176669607e-51,1.2851242046481996e-52,-3.7928060094917904e-66,1.422725891935954e-66,1.0858385243828915e-73,0.4000000000000002,1.409378018622087e-31,8.346485840471374e-25,3.0814459524338952e-18,7.939283158559731e-32,1.081706351272078e-33,4.862400665180133e-34,4.484057928390272e-34,4.484057928390271e-34,0.2000000000000001,3.0814448246742903e-18,2.931109387604931e-25,0.19999999999999998,0.19999999999999987,5.900837653047896e-48,5.900837653047893e-48,5.9008376530479e-48,5.626420067935062e-142,2.1011032328826918e-58,1.0839202707770313e-49,3.3269265607890692e-56,1.083920272878135e-49,4.106121356273111e-51,-1.21184564880548e-64,4.54577475692331e-65,3.46938042121244e-72,1018.1818181818182,423.15
0.012519105921551555,4.4102355158511616e-33,2.612263504313769e-26,9.988673993685397e-20,2.4848181668211224e-33,3.506409740785577e-35,1.583648315812959e-35,1.4604248549805377e-35,1.4604248549805377e-35,0.006259552960775777,9.988670431286638e-20,9.501349962978476e-27,0.006259552960775774,0.00625955296077577,1.846830290109656e-49,1.8468302901096555e-49,1.8468302901096577e-49,1.8333813598010331e-143,6.846860990387065e-60,3.531978053466274e-51,1.0835556359138136e-57,3.531978060313135e-51,1.3379886792624257e-52,-3.9488267615521426e-66,1.4735375515122516e-66,1.0858385243828915e-73,0.4000000000000002,1.4091215597941298e-31,8.34648582952486e-25,3.191497557821591e-18,7.939283148147269e-32,1.1203387087729064e-33,5.0599406243115815e-34,4.666227330072916e-34,4.666227330072915e-34,0.2000000000000001,3.1914964195937396e-18,3.0357918600630966e-25,0.19999999999999998,0.19999999999999987,5.900837653047894e-48,5.900837653047892e-48,5.900837653047899e-48,5.8578667559474216e-142,2.1876517487084266e-58,1.1285080821581674e-49,3.4620863269428226e-56,1.1285080843458193e-49,4.2750295033740007e-51,-1.2616960943686135e-64,4.70812392113583e-65,3.46938042121244e-72,1054.5454545454547,423.15
0.012519105921551555,4.4094328570432335e-33,2.612263500887755e-26,1.0333110919856734e-19,2.484818163562254e-33,3.6273203846736056e-35,1.645473907615598e-35,1.517439805863805e-35,1.517439805863805e-35,0.006259552960775777,1.0333107324694702e-19,9.828982703186892e-27,0.006259552960775774,0.00625955296077577,1.846830290109656e-49,1.846830290109655e-49,1.8468302901096577e-49,1.9058189998615082e-143,7.117738499630929e-60,3.671527936838924e-51,1.1258576216340879e-57,3.6715279439566625e-51,1.3908531538766518e-52,-4.104847513612495e-66,1.5243492110885493e-66,1.0858385243828915e-73,0.4000000000000002,1.4088651009661726e-31,8.346485818578346e-25,3.3015491632092863e-18,7.939283137734805e-32,1.1589710662737344e-33,5.257480583443029e-34,4.8483967317555595e-34,4.848396731755559e-34,0.2000000000000001,3.3015480145131877e-18,3.140474332521261e-25,0.19999999999999998,0.19999999999999987,5.900837653047894e-48,5.900837653047891e-48,5.900837653047899e-48,6.08931344395978e-142,2.274200264534161e-58,1.1730958935393031e-49,3.5972460930965756e-56,1.1730958958135036e-49,4.4439376504748896e-51,-1.311546539931747e-64,4.8704730853483496e-65,3.46938042121244e-72,1090.909090909091,423.15
0.012519105921551555,4.408630198235306e-33,2.6122634974617405e-26,1.0677547846028071e-19,2.4848181603033856e-33,3.748231028561635e-35,1.707299499418237e-35,1.574454756747072e-35,1.574454756747072e-35,0.006259552960775777,1.0677544218102768e-19,1.015661544339531e-26,0.006259552960775774,0.00625955296077577,1.846830290109656e-49,1.8468302901096547e-49,1.8468302901096574e-49,1.978256639921984e-143,7.388616008874792e-60,3.811077820211574e-51,1.1681596073543623e-57,3.811077827600191e-51,1.4437176284908781e-52,-4.260868265672847e-66,1.575160870664847e-66,1.0858385243828915e-73,0.4000000000000002,1.4086086421382159e-31,8.34648580763183e-25,3.4116007685969814e-18,7.939283127322341e-32,1.197603423774563e-33,5.455020542574477e-34,5.030566133438203e-34,5.030566133438203e-34,0.2000000000000001,3.4115996094326366e-18,3.2451568049794264e-25,0.19999999999999998,0.19999999999999987,5.900837653047893e-48,5.900837653047891e-48,5.900837653047899e-48,6.32076013197214e-142,2.3607487803598957e-58,1.217683704920439e-49,3.732405859250329e-56,1.2176837072811882e-49,4.6128457975757797e-51,-1.3613969854948807e-64,5.03282224956087e-65,3.46938042121244e-72,1127.2727272727275,423.15
0.012519105921551555,4.407827539427378e-33,2.612263494035726e-26,1.102198477219941e-19,2.484818157044517e-33,3.8691416724496633e-35,1.7691250912208758e-35,1.6314697076303392e-35,1.6314697076303392e-35,0.006259552960775777,1.1021981111510834e-19,1.0484248183603726e-26,0.006259552960775774,0.00625955296077577,1.846830290109656e-49,1.8468302901096547e-49,1.8468302901096574e-49,2.0506942799824594e-143,7.659493518118654e-60,3.9506277035842244e-51,1.2104615930746365e-57,3.9506277112437185e-51,1.4965821031051035e-52,-4.416889017733199e-66,1.625972530241144e-66,1.0858385243828915e-73,0.4000000000000002,1.4083521833102587e-31,8.346485796685317e-25,3.521652373984676e-18,7.939283116909878e-32,1.236235781275391e-33,5.6525605017059245e-34,5.212735535120846e-34,5.212735535120846e-34,0.2000000000000001,3.521651204352085e-18,3.3498392774375904e-25,0.19999999999999998,0.19999999999999987,5.900837653047893e-48,5.900837653047891e-48,5.900837653047899e-48,6.552206819984498e-142,2.44729729618563e-58,1.2622715163015748e-49,3.8675656254040815e-56,1.2622715187488724e-49,4.7817539446766674e-51,-1.4112474310580142e-64,5.1951714137733885e-65,3.46938042121244e-72,1163.6363636363637,423.15
0.012519105921551555,4.40702488061945e-33,2.6122634906097117e-26,1.1366421698370744e-19,2.484818153785649e-33,3.9900523163376924e-35,1.8309506830235143e-35,1.6884846585136063e-35,1.688484658513606e-35,0.006259552960775777,1.1366418004918899e-19,1.0811880923812143e-26,0.006259552960775774,0.00625955296077577,1.8468302901096555e-49,1.8468302901096547e-49,1.846830290109657e-49,2.1231319200429347e-143,7.930371027362516e-60,4.0901775869568735e-51,1.2527635787949106e-57,4.0901775948872465e-51,1.5494465777193296e-52,-4.5729097697935507e-66,1.6767841898174416e-66,1.0858385243828915e-73,0.4000000000000002,1.4080957244823016e-31,8.346485785738803e-25,3.631703979372371e-18,7.939283106497415e-32,1.2748681387762193e-33,5.850100460837371e-34,5.3949049368034895e-34,5.394904936803489e-34,0.2000000000000001,3.6317027992715344e-18,3.4545217498957554e-25,0.19999999999999998,0.19999999999999987,5.900837653047892e-48,5.900837653047891e-48,5.900837653047898e-48,6.783653507996856e-142,2.5338458120113642e-58,1.3068593276827103e-49,4.002725391557834e-56,1.3068593302165566e-49,4.950662091777557e-51,-1.4610978766211475e-64,5.357520577985908e-65,3.46938042121244e-72,1200.0,423.15
0.012519105921551555,4.4062222218115225e-33,2.612263487183698e-26,1.1710858624542083e-19,2.484818150526781e-33,4.1109629602257215e-35,1.8927762748261539e-35,1.7454996093968737e-35,1.7454996093968734e-35,0.006259552960775777,1.1710854898326968e-19,1.113951366402056e-26,0.006259552960775774,0.00625955296077577,1.8468302901096555e-49,1.8468302901096543e-49,1.8468302901096566e-49,2.1955695601034105e-143,8.20124853660638e-60,4.229727470329525e-51,1.2950655645151853e-57,4.2297274785307745e-51,1.6023110523335557e-52,-4.7289305218539035e-66,1.727595849393739e-66,1.0858385243828915e-73,0.4000000000000002,1.4078392656543446e-31,8.34648577479229e-25,3.7417555847600665e-18,7.939283096084953e-32,1.3135004962770477e-33,6.04764041996882e-34,5.577074338486133e-34,5.577074338486133e-34,0.2000000000000001,3.741754394190984e-18,3.5592042223539203e-25,0.19999999999999998,0.19999999999999987,5.900837653047892e-48,5.90083765304789e-48,5.900837653047897e-48,7.015100196009218e-142,2.6203943278370993e-58,1.3514471390638464e-49,4.137885157711588e-56,1.3514471416842412e-49,5.119570238878446e-51,-1.5109483221842814e-64,5.519869742198428e-65,3.46938042121244e-72,1236.3636363636365,423.15
0.012519105921551555,4.405419563003594e-33,2.6122634837576833e-26,1.2055295550713418e-19,2.4848181472679127e-33,4.23187360411375e-35,1.9546018666287923e-35,1.8025145602801406e-35,1.8025145602801403e-35,0.006259552960775777,1.2055291791735032e-19,1.1467146404228975e-26,0.006259552960775774,0.00625955296077577,1.846830290109655e-49,1.8468302901096543e-49,1.8468302901096566e-49,2.268007200163886e-143,8.472126045850241e-60,4.3692773537021747e-51,1.3373675502354592e-57,4.369277362174302e-51,1.6551755269477817e-52,-4.884951273914255e-66,1.7784075089700366e-66,1.0858385243828915e-73,0.4000000000000002,1.4075828068263874e-31,8.346485763845775e-25,3.8518071901477616e-18,7.939283085672488e-32,1.352132853777876e-33,6.245180379100267e-34,5.7592437401687765e-34,5.759243740168776e-34,0.2000000000000001,3.8518059891104315e-18,3.6638866948120848e-25,0.19999999999999998,0.19999999999999987,5.900837653047891e-48,5.90083765304789e-48,5.900837653047897e-48,7.246546884021575e-142,2.7069428436628333e-58,1.3960349504449822e-49,4.27304492386534e-56,1.3960349531519253e-49,5.288478385979335e-51,-1.5607987677474147e-64,5.682218906410947e-65,3.46938042121244e-72,1272.7272727272727,423.15
0.012519105921551555,4.404616904195666e-33,2.612263480331669e-26,1.2399732476884757e-19,2.4848181440090443e-33,4.352784248001779e-35,2.0164274584314316e-35,1.859529511163408e-35,1.859529511163408e-35,0.006259552960775777,1.2399728685143099e-19,1.1794779144437393e-26,0.006259552960775774,0.00625955296077577,1.846830290109655e-49,1.846830290109654e-49,1.8468302901096566e-49,2.3404448402243616e-143,8.743003555094106e-60,4.508827237074826e-51,1.379669535955734e-57,4.50882724581783e-51,1.7080400015620076e-52,-5.040972025974607e-66,1.8292191685463344e-66,1.0858385243828915e-73,0.4000000000000002,1.4073263479984305e-31,8.346485752899258e-25,3.961858795535457e-18,7.939283075260025e-32,1.3907652112787042e-33,6.442720338231715e-34,5.941413141851421e-34,5.941413141851421e-34,0.2000000000000001,3.961857584029881e-18,3.7685691672702497e-25,0.19999999999999998,0.19999999999999987,5.900837653047891e-48,5.900837653047888e-48,5.900837653047897e-48,7.477993572033935e-142,2.7934913594885685e-58,1.4406227618261183e-49,4.408204690019094e-56,1.4406227646196099e-49,5.457386533080224e-51,-1.6106492133105482e-64,5.844568070623468e-65,3.46938042121244e-72,1309.0909090909092,423.15
0.012519105921551555,4.403814245387739e-33,2.6122634769056544e-26,1.2744169403056091e-19,2.4848181407501762e-33,4.4736948918898067e-35,2.07825305023407e-35,1.9165444620466751e-35,1.916544462046675e-35,0.006259552960775777,1.2744165578551165e-19,1.2122411884645808e-26,0.006259552960775774,0.00625955296077577,1.846830290109655e-49,1.846830290109654e-49,1.8468302901096562e-49,2.412882480284837e-143,9.013881064337967e-60,4.648377120447476e-51,1.421971521676008e-57,4.648377129461357e-51,1.7609044761762335e-52,-5.196992778034959e-66,1.880030828122632e-66,1.0858385243828915e-73,0.4000000000000002,1.4070698891704733e-31,8.346485741952744e-25,4.071910400923151e-18,7.939283064847562e-32,1.429397568779532e-33,6.640260297363162e-34,6.123582543534064e-34,6.123582543534063e-34,0.2000000000000001,4.07190917894933e-18,3.8732516397284137e-25,0.19999999999999998,0.19999999999999987,5.900837653047891e-48,5.900837653047888e-48,5.900837653047896e-48,7.709440260046294e-142,2.8800398753143025e-58,1.485210573207254e-49,4.543364456172847e-56,1.4852105760872939e-49,5.626294680181113e-51,-1.6604996588736817e-64,6.006917234835988e-65,3.46938042121244e-72,1345.4545454545455,423.15
0.012519105921551555,4.403745263433169e-33,2.612263473479642e-26,1.3088606329227423e-19,2.4848181374913092e-33,4.5946055357778385e-35,2.648470010994116e-35,2.44239291843322e-35,2.442392918433254e-35,0.006259552960775777,1.3088602471959234e-19,1.2450044624854244e-26,0.006259552960775774,0.00625955296077577,1.8468302901096543e-49,1.846830290109653e-49,1.846830290109656e-49,9.037514914650771e-143,2.4704155918471432e-57,1.7410616561275475e-50,1.8121224127265815e-57,1.7410619031690978e-50,6.595514119194816e-52,-1.9471964876154056e-65,1.9308424876989238e-66,1.0858385243828915e-73,0.4000000000000002,1.4070478486333929e-31,8.346485731006236e-25,4.181962006310845e-18,7.939283054435103e-32,1.4680299262803613e-33,8.462169830945498e-34,7.803729543429003e-34,7.803729543429113e-34,0.2000000000000001,4.18196077386878e-18,3.9779341121865846e-25,0.19999999999999998,0.19999999999999987,5.90083765304789e-48,5.900837653047886e-48,5.900837653047893e-48,2.88759116546582e-141,7.893265245385745e-56,5.562894561440918e-49,5.789941946595486e-56,5.562895350767414e-49,2.1073434989764522e-50,-6.221519331546901e-64,6.16926639904849e-65,3.46938042121244e-72,1381.818181818182,423.15
